gene,control_rep2,exp_rep1,control_rep1,exp_rep2,exp_rep3,control_rep3
ENSG00000273919.1,0,0,0,0,0,0
ENSG00000288768.1,0,0,0,0,0,0
ENSG00000274316.1,0,0,0,0,0,0
ENSG00000261517.2,0,0,0,0,0,0
ENSG00000234787.9,1,1,1,1,1,3
ENSG00000271652.1,0,0,0,0,0,0
ENSG00000283126.1,0,0,0,0,0,0
ENSG00000136149.6,296,400,406,549,592,455
ENSG00000287460.1,16,22,20,24,30,18
ENSG00000286537.1,0,0,0,0,0,0
ENSG00000277047.5,1,2,1,2,2,1
ENSG00000278630.1,0,0,0,0,0,2
ENSG00000275071.1,0,0,0,0,0,0
ENSG00000264387.1,0,0,0,0,0,0
ENSG00000274090.1,0,0,0,0,0,0
ENSG00000228611.2,0,0,0,0,0,0
ENSG00000286709.1,1,0,1,0,0,0
ENSG00000228319.1,0,0,0,0,0,0
ENSG00000201665.1,0,0,0,0,0,0
ENSG00000289475.2,0,0,0,0,0,0
ENSG00000204919.1,0,0,0,0,0,0
ENSG00000229665.8,0,0,0,0,0,0
ENSG00000204918.3,0,0,0,0,0,0
ENSG00000227151.4,0,0,0,0,0,0
ENSG00000234278.3,0,0,0,0,0,0
ENSG00000271140.1,0,0,0,0,0,0
ENSG00000230009.1,0,0,0,0,0,0
ENSG00000234421.2,0,0,0,0,0,0
ENSG00000225352.1,0,0,0,0,0,0
ENSG00000288765.1,249,158,264,167,168,288
ENSG00000118946.12,2976,2152,3523,1813,2952,4007
ENSG00000278722.1,0,0,0,0,0,0
ENSG00000202422.1,0,0,0,0,0,0
ENSG00000277448.1,0,0,0,0,0,0
ENSG00000232954.2,0,0,0,0,0,0
ENSG00000276208.1,0,0,0,0,0,0
ENSG00000222733.1,0,0,0,0,0,0
ENSG00000214335.3,0,0,1,1,0,1
ENSG00000223717.1,0,0,0,0,0,0
ENSG00000214281.3,0,0,0,0,0,0
ENSG00000232647.1,0,0,0,0,0,0
ENSG00000288015.1,2,2,5,0,2,1
ENSG00000271190.1,0,0,1,0,0,0
ENSG00000239003.1,0,0,0,0,0,0
ENSG00000139734.19,2991,3542,3368,3333,3129,4172
ENSG00000227528.6,0,0,0,0,0,0
ENSG00000265745.2,0,0,0,0,0,0
ENSG00000223815.2,0,0,0,0,0,0
ENSG00000202151.1,0,0,0,0,0,0
ENSG00000227336.1,1,1,1,1,0,1
ENSG00000238213.1,4,3,4,3,3,2
ENSG00000277549.1,0,0,0,0,0,0
ENSG00000083544.16,1560,1798,1745,1718,1627,2158
ENSG00000223076.1,0,0,0,0,0,0
ENSG00000225249.6,0,0,0,0,0,0
ENSG00000236608.1,1,0,0,0,0,2
ENSG00000279657.1,0,0,0,0,0,0
ENSG00000206854.1,0,0,0,0,0,0
ENSG00000227510.4,0,0,0,0,0,0
ENSG00000266663.1,0,0,0,0,0,0
ENSG00000280165.2,42,60,51,33,57,50
ENSG00000197991.11,0,0,0,0,1,0
ENSG00000279797.1,0,0,0,0,1,0
ENSG00000234033.1,0,0,0,0,0,0
ENSG00000270856.1,0,0,0,0,0,0
ENSG00000229578.3,0,0,0,0,0,0
ENSG00000230142.2,0,0,0,0,0,0
ENSG00000227611.1,0,0,0,0,0,0
ENSG00000229307.1,0,0,0,0,0,0
ENSG00000232105.1,0,0,0,0,0,0
ENSG00000276586.1,0,0,0,0,0,0
ENSG00000271465.1,0,0,0,0,0,0
ENSG00000286469.1,0,0,0,0,0,0
ENSG00000228669.2,0,0,0,0,0,0
ENSG00000273550.2,0,0,0,0,0,0
ENSG00000227564.3,0,0,0,0,0,0
ENSG00000287996.1,0,0,0,1,0,0
ENSG00000231061.1,0,0,0,0,0,0
ENSG00000290963.1,0,0,0,0,0,0
ENSG00000285764.1,0,0,0,0,0,0
ENSG00000274052.3,0,0,0,0,0,0
ENSG00000237378.3,0,0,0,0,0,0
ENSG00000202478.1,0,0,0,0,0,0
ENSG00000213232.2,0,0,0,0,0,0
ENSG00000287128.1,0,0,0,0,0,0
ENSG00000290964.1,0,0,0,0,0,0
ENSG00000285566.2,0,0,0,0,0,0
ENSG00000219926.12,0,0,0,0,0,0
ENSG00000227674.3,0,0,0,0,0,0
ENSG00000237849.1,0,0,0,0,0,0
ENSG00000214269.3,18,13,9,12,9,13
ENSG00000214266.2,0,0,0,0,0,0
ENSG00000236565.3,78,80,98,95,100,91
ENSG00000234767.2,0,0,0,0,0,0
ENSG00000286395.1,0,0,2,0,1,0
ENSG00000263581.1,0,0,1,0,0,0
ENSG00000263561.1,0,0,0,0,0,0
ENSG00000235737.1,0,0,0,0,0,0
ENSG00000184226.15,240,197,274,234,221,323
ENSG00000234527.1,0,0,0,0,0,0
ENSG00000238500.1,0,0,0,0,0,0
ENSG00000228842.3,0,0,0,0,0,0
ENSG00000225263.1,0,0,0,0,0,0
ENSG00000233840.1,0,0,0,0,0,0
ENSG00000285588.1,2,1,1,0,1,2
ENSG00000214263.2,1,1,0,2,1,2
ENSG00000230040.2,2,0,0,0,0,0
ENSG00000287876.1,0,0,0,0,0,0
ENSG00000271287.1,0,0,0,0,2,0
ENSG00000227969.1,0,0,0,5,2,0
ENSG00000231667.2,0,0,0,0,0,0
ENSG00000226537.2,0,0,1,0,0,1
ENSG00000286820.1,0,0,0,0,0,0
ENSG00000234765.1,0,0,0,0,0,0
ENSG00000229910.1,0,0,0,0,0,0
ENSG00000236433.1,0,0,0,0,0,0
ENSG00000230405.1,0,0,0,0,0,0
ENSG00000229824.1,0,0,0,0,0,0
ENSG00000243671.3,0,0,0,0,0,0
ENSG00000281778.1,0,0,0,0,0,0
ENSG00000280580.1,0,0,0,0,0,0
ENSG00000232380.1,2,3,3,5,2,4
ENSG00000225501.1,0,0,0,0,0,0
ENSG00000235221.3,0,0,0,0,0,0
ENSG00000224640.1,0,0,0,0,0,0
ENSG00000150361.12,17,9,14,3,9,17
ENSG00000207495.1,0,0,0,0,0,0
ENSG00000232314.1,0,0,0,0,0,0
ENSG00000230223.8,0,1,3,3,2,1
ENSG00000288330.1,0,0,0,0,0,0
ENSG00000202433.1,0,0,0,0,0,1
ENSG00000276841.1,0,0,0,0,0,0
ENSG00000226554.1,0,0,0,0,0,0
ENSG00000226846.2,6,8,12,13,12,10
ENSG00000225801.1,0,0,0,0,0,0
ENSG00000276644.5,878,806,1169,652,796,1180
ENSG00000236534.1,22,29,30,57,48,49
ENSG00000237816.1,0,0,0,0,0,0
ENSG00000233460.1,0,0,0,0,0,0
ENSG00000232881.2,0,0,0,0,0,0
ENSG00000212377.1,0,0,0,0,0,0
ENSG00000227952.2,0,0,0,0,0,0
ENSG00000251715.1,0,0,0,0,0,0
ENSG00000278113.1,0,0,0,0,0,0
ENSG00000199282.1,0,0,0,0,0,0
ENSG00000226617.1,1,1,0,0,0,1
ENSG00000206922.1,0,1,0,0,1,0
ENSG00000204899.6,1795,2772,2384,1954,2192,2636
ENSG00000136122.18,1076,1142,1190,1204,1022,1418
ENSG00000083520.15,7480,9497,8391,8931,7464,10139
ENSG00000083535.16,2400,2894,2812,3006,2557,3360
ENSG00000199381.1,0,0,0,0,0,0
ENSG00000232041.1,0,0,1,1,0,2
ENSG00000102554.14,28022,38610,33532,34765,31417,38102
ENSG00000236972.2,17,8,13,14,14,20
ENSG00000200267.1,0,0,0,0,0,0
ENSG00000201253.1,0,0,0,0,0,0
ENSG00000206697.1,0,0,0,0,0,0
ENSG00000279754.1,3,3,3,2,2,2
ENSG00000229708.1,0,0,0,0,0,0
ENSG00000224853.3,43,42,27,40,21,43
ENSG00000228295.2,3,0,4,0,1,1
ENSG00000118922.19,1604,1578,2138,1722,1520,2358
ENSG00000280348.1,0,2,0,0,0,0
ENSG00000279463.1,0,0,0,1,0,0
ENSG00000235532.2,2,0,0,0,0,0
ENSG00000286330.1,0,0,1,0,0,0
ENSG00000206617.1,0,0,0,0,0,0
ENSG00000289644.1,0,0,0,0,0,0
ENSG00000232701.1,0,0,0,0,0,0
ENSG00000177596.1,0,0,0,0,0,0
ENSG00000226240.2,0,0,0,0,0,0
ENSG00000281167.1,0,0,0,0,0,0
ENSG00000236678.8,0,0,1,0,0,0
ENSG00000225944.1,0,0,0,0,0,0
ENSG00000206812.1,0,0,0,0,0,0
ENSG00000226665.1,0,0,0,0,0,0
ENSG00000214249.3,0,0,0,3,2,1
ENSG00000223880.1,0,0,0,0,0,0
ENSG00000136111.14,2188,2431,2664,2462,2270,3102
ENSG00000225203.2,0,0,0,0,0,0
ENSG00000188243.14,2994,3763,3567,3682,3926,4220
ENSG00000118939.19,571,757,597,630,656,703
ENSG00000261553.5,6,15,14,13,14,12
ENSG00000261105.6,7,2,8,2,2,6
ENSG00000136153.20,2025,2393,2305,2207,2181,2743
ENSG00000228444.2,2,2,2,1,4,0
ENSG00000230902.1,0,0,0,0,0,0
ENSG00000178734.5,0,0,0,0,0,0
ENSG00000223458.2,0,0,0,0,0,0
ENSG00000261206.1,0,0,0,0,0,0
ENSG00000224933.2,3,0,0,4,2,6
ENSG00000243274.3,0,0,0,0,0,1
ENSG00000285572.2,8,25,21,25,16,17
ENSG00000287018.1,0,0,0,1,0,0
ENSG00000284809.1,1,0,0,0,1,3
ENSG00000178695.6,12359,12814,14241,11032,11068,16013
ENSG00000278727.1,49,34,55,58,64,79
ENSG00000118903.6,0,0,0,0,0,0
ENSG00000102794.11,0,0,0,0,0,0
ENSG00000233873.1,24,13,20,33,37,26
ENSG00000228002.2,11,10,9,14,10,9
ENSG00000102805.16,342,447,337,366,354,427
ENSG00000283208.2,2,5,6,3,3,13
ENSG00000005812.11,1238,1756,1579,1575,1310,1618
ENSG00000236051.7,0,0,0,0,1,0
ENSG00000274898.1,6,0,2,0,3,0
ENSG00000005810.20,2471,3316,3217,3559,2523,3515
ENSG00000229521.2,0,0,0,0,0,1
ENSG00000288716.1,0,0,0,0,0,0
ENSG00000285714.1,0,3,0,2,0,1
ENSG00000136155.17,103,110,100,125,83,141
ENSG00000287270.1,0,0,0,0,0,1
ENSG00000224347.6,0,0,0,0,0,0
ENSG00000206800.1,0,0,0,0,0,0
ENSG00000227922.1,0,0,0,0,0,0
ENSG00000285746.1,0,0,0,0,0,0
ENSG00000139737.23,2782,3414,2990,2912,3292,3414
ENSG00000266325.1,0,0,0,0,0,0
ENSG00000225579.2,5,3,6,8,5,8
ENSG00000136160.17,2,24,15,35,10,6
ENSG00000234377.8,2,0,1,3,0,2
ENSG00000233379.2,0,0,0,0,1,0
ENSG00000243035.3,0,0,0,0,0,0
ENSG00000236133.2,0,0,0,0,0,0
ENSG00000229249.7,0,0,0,0,0,0
ENSG00000235625.1,0,0,0,0,0,0
ENSG00000271386.1,0,0,0,0,0,0
ENSG00000200686.1,0,0,0,0,0,0
ENSG00000229865.1,0,0,0,0,0,0
ENSG00000224686.1,0,0,0,0,0,0
ENSG00000271776.1,1,1,0,2,1,0
ENSG00000152192.8,25,56,29,51,37,44
ENSG00000152193.8,2286,3242,2745,3079,2526,3101
ENSG00000237109.1,0,0,0,1,0,0
ENSG00000225427.2,0,0,0,0,0,0
ENSG00000215357.2,0,0,0,0,0,0
ENSG00000230584.1,2,2,4,3,5,4
ENSG00000236277.1,0,0,0,0,0,0
ENSG00000226670.1,0,0,0,0,0,0
ENSG00000139746.16,5748,6783,6707,6800,6092,7882
ENSG00000252496.1,0,2,0,0,0,0
ENSG00000227354.7,134,194,135,217,148,155
ENSG00000232132.1,2,2,0,2,0,0
ENSG00000102471.16,5720,10335,7056,8978,7446,8147
ENSG00000227676.4,7,9,6,15,9,6
ENSG00000285902.1,1,0,0,0,0,0
ENSG00000229011.1,0,0,0,0,0,0
ENSG00000229175.2,0,0,0,0,0,0
ENSG00000284196.3,8,9,7,4,11,11
ENSG00000281721.1,0,0,0,0,0,0
ENSG00000285684.1,6,9,6,1,1,1
ENSG00000136158.12,4924,7958,6012,7689,7477,7025
ENSG00000202398.1,0,0,0,0,0,0
ENSG00000227862.1,0,0,0,0,0,0
ENSG00000226683.2,0,0,0,0,1,0
ENSG00000286746.1,0,1,0,1,0,0
ENSG00000231222.1,0,0,0,0,0,0
ENSG00000229246.2,4,2,0,0,0,0
ENSG00000270415.1,0,0,0,0,0,0
ENSG00000260094.1,0,1,1,0,0,1
ENSG00000229309.2,0,0,0,0,0,0
ENSG00000222486.1,0,0,0,0,0,0
ENSG00000237148.1,0,0,0,0,0,0
ENSG00000293057.1,83,73,67,71,88,77
ENSG00000214182.6,0,0,0,0,0,0
ENSG00000286385.1,14,29,17,23,10,16
ENSG00000237099.1,0,0,0,0,0,0
ENSG00000270400.1,0,0,0,0,0,0
ENSG00000222791.1,0,0,0,0,0,0
ENSG00000286446.1,0,0,0,0,0,1
ENSG00000178235.8,36,34,38,33,54,62
ENSG00000285680.2,0,0,0,0,0,0
ENSG00000215037.2,0,0,0,0,0,0
ENSG00000286284.1,0,0,0,0,0,1
ENSG00000224188.1,0,0,0,0,0,0
ENSG00000285742.1,0,0,0,0,1,0
ENSG00000288016.3,38,39,39,47,36,37
ENSG00000228597.1,0,0,0,0,0,0
ENSG00000232447.1,0,0,0,0,0,0
ENSG00000233349.1,0,0,0,0,0,1
ENSG00000288038.1,0,0,0,0,1,0
ENSG00000287438.1,0,0,0,1,1,0
ENSG00000226370.1,0,0,0,0,0,0
ENSG00000286906.1,0,0,0,0,0,0
ENSG00000226317.3,0,0,0,0,0,0
ENSG00000285834.1,0,0,0,0,0,0
ENSG00000184564.11,2614,1307,2788,1245,2166,3347
ENSG00000278580.1,0,0,0,0,0,0
ENSG00000228241.1,0,0,0,0,0,0
ENSG00000232252.1,0,0,0,0,0,0
ENSG00000283371.1,0,0,0,0,0,0
ENSG00000277914.1,2,1,1,1,1,0
ENSG00000287880.1,0,0,0,0,0,0
ENSG00000231879.1,0,0,0,0,0,0
ENSG00000233528.4,0,0,0,0,0,0
ENSG00000228074.1,0,0,0,0,0,0
ENSG00000228473.1,0,0,0,0,0,0
ENSG00000285699.1,0,0,0,0,0,0
ENSG00000232636.2,0,0,0,0,0,0
ENSG00000228824.8,0,1,2,0,0,0
ENSG00000272515.1,0,0,0,0,0,0
ENSG00000266052.1,0,0,0,0,0,0
ENSG00000165300.8,74,68,103,61,104,94
ENSG00000277640.1,0,0,0,0,0,0
ENSG00000223404.3,0,0,0,0,0,0
ENSG00000272046.1,0,0,0,0,0,0
ENSG00000232204.1,0,0,0,0,0,0
ENSG00000231019.1,0,0,0,0,0,0
ENSG00000225289.1,0,0,0,0,0,0
ENSG00000285811.1,0,0,0,0,0,0
ENSG00000229443.2,0,0,0,0,0,0
ENSG00000286422.2,0,0,0,0,0,0
ENSG00000283130.1,0,0,0,0,0,0
ENSG00000261666.1,0,0,0,0,0,0
ENSG00000233211.2,0,0,0,0,0,0
ENSG00000288552.1,0,0,0,0,1,0
ENSG00000234660.2,0,0,0,0,0,0
ENSG00000232225.6,0,0,0,0,0,0
ENSG00000227247.1,0,0,0,0,0,0
ENSG00000225530.1,0,2,0,0,1,1
ENSG00000271395.2,0,0,0,0,0,0
ENSG00000226037.1,0,0,0,0,0,0
ENSG00000236176.2,0,0,0,0,0,0
ENSG00000234227.1,1,0,0,2,0,2
ENSG00000200733.1,0,0,0,0,0,0
ENSG00000215418.2,0,0,0,0,0,0
ENSG00000261446.4,0,0,0,0,0,0
ENSG00000252696.1,0,0,0,0,0,0
ENSG00000235879.1,0,0,0,0,0,0
ENSG00000224419.1,0,0,1,0,0,0
ENSG00000283783.1,0,0,0,0,0,0
ENSG00000234384.1,0,0,0,0,0,0
ENSG00000251753.1,0,0,0,0,0,0
ENSG00000231674.1,0,1,0,0,1,0
ENSG00000227983.1,0,0,0,0,0,0
ENSG00000234625.1,0,0,0,0,0,0
ENSG00000229557.1,2,2,2,4,2,3
ENSG00000214178.3,0,0,0,0,0,0
ENSG00000215417.14,59,68,87,82,54,70
ENSG00000284536.1,0,0,0,0,0,0
ENSG00000283815.1,0,0,0,0,0,0
ENSG00000284204.1,0,0,0,0,0,0
ENSG00000283762.1,0,0,0,0,0,0
ENSG00000284375.1,0,0,0,0,0,0
ENSG00000283705.1,0,0,0,0,0,0
ENSG00000292285.1,0,0,0,0,0,0
ENSG00000179399.16,177,261,259,262,248,245
ENSG00000282864.1,0,0,0,0,0,0
ENSG00000282997.1,0,0,0,0,0,0
ENSG00000252508.1,0,0,0,0,0,0
ENSG00000229287.1,0,0,0,0,0,0
ENSG00000282865.1,0,1,0,0,0,0
ENSG00000232885.2,2,0,0,2,0,0
ENSG00000283097.1,0,0,0,1,0,0
ENSG00000236240.1,0,1,0,1,1,0
ENSG00000263741.1,0,0,0,0,0,0
ENSG00000287159.1,2,0,0,0,0,0
ENSG00000282993.1,0,0,0,0,0,0
ENSG00000235984.5,4,0,7,0,2,7
ENSG00000232849.2,0,0,0,0,0,0
ENSG00000288001.1,0,0,0,0,0,0
ENSG00000278177.1,8,12,11,15,14,17
ENSG00000183098.12,10324,12756,12716,11821,11777,14155
ENSG00000286843.1,0,0,0,0,0,0
ENSG00000235784.2,1,1,0,0,0,0
ENSG00000224394.1,3,1,2,0,0,2
ENSG00000212559.1,0,0,0,0,0,0
ENSG00000236520.2,1,0,0,0,0,1
ENSG00000289204.1,0,1,1,5,0,3
ENSG00000080166.16,4,3,3,3,5,7
ENSG00000289878.1,3,4,6,2,3,5
ENSG00000088451.11,1096,1506,1413,1687,1310,1661
ENSG00000152749.8,1056,1392,1292,1203,1020,1409
ENSG00000222129.1,0,0,0,0,0,0
ENSG00000238230.3,0,0,2,0,0,1
ENSG00000274168.1,0,0,0,0,0,0
ENSG00000227640.5,355,172,354,164,227,455
ENSG00000125285.6,572,289,568,231,386,766
ENSG00000235768.1,2,2,1,2,2,2
ENSG00000237924.1,0,0,0,0,0,0
ENSG00000260962.1,1,1,0,0,1,1
ENSG00000287635.1,2,4,3,1,0,1
ENSG00000252335.1,7,11,14,21,8,8
ENSG00000125257.16,9458,15086,10975,14907,11293,12914
ENSG00000289887.1,1,1,2,3,0,1
ENSG00000223298.1,7,14,11,14,7,16
ENSG00000200211.1,0,0,0,0,0,0
ENSG00000271492.1,0,0,0,0,0,0
ENSG00000134873.10,12,12,12,20,13,29
ENSG00000223392.1,0,0,0,0,0,0
ENSG00000134874.18,2293,2884,2717,3025,2977,3197
ENSG00000247400.6,184,224,184,195,182,244
ENSG00000102580.15,7624,11194,8922,10016,8103,10242
ENSG00000229622.1,0,0,0,0,0,0
ENSG00000227714.1,0,0,0,0,0,0
ENSG00000232373.2,0,0,0,0,0,0
ENSG00000276809.1,3,2,1,1,0,2
ENSG00000102595.22,2926,5022,3396,4980,3196,4215
ENSG00000226977.1,1,4,0,0,0,3
ENSG00000185352.10,560,1085,753,1263,821,817
ENSG00000242614.3,0,0,0,0,0,0
ENSG00000283487.1,0,0,0,0,0,0
ENSG00000233273.1,0,4,1,0,1,0
ENSG00000235137.2,0,0,0,1,0,0
ENSG00000293326.1,0,1,1,1,5,0
ENSG00000234267.5,0,0,0,0,0,0
ENSG00000272329.1,0,0,0,0,0,0
ENSG00000222472.1,0,0,0,0,0,0
ENSG00000165621.9,52,61,47,40,45,58
ENSG00000233124.2,0,0,0,1,0,0
ENSG00000139793.21,2339,3716,3012,3662,2459,3332
ENSG00000286334.1,1,3,2,2,6,3
ENSG00000202290.1,0,12,3,8,0,5
ENSG00000286416.1,17,20,25,19,12,17
ENSG00000125249.7,4756,7099,6009,6056,5370,6568
ENSG00000276573.1,1,2,2,3,1,1
ENSG00000276704.1,1,4,2,3,1,4
ENSG00000271625.1,0,0,0,0,0,0
ENSG00000226134.1,0,0,0,0,0,0
ENSG00000286544.1,0,0,0,1,0,0
ENSG00000233291.1,0,0,0,0,0,0
ENSG00000270725.1,0,0,0,0,0,0
ENSG00000065150.21,37801,42674,42411,40715,39342,50705
ENSG00000232217.1,0,0,0,0,0,0
ENSG00000152767.17,12308,13689,13838,12234,13414,17040
ENSG00000139797.8,0,0,0,0,0,0
ENSG00000222969.1,0,0,0,0,0,0
ENSG00000263399.1,0,0,0,0,0,0
ENSG00000269189.1,1,2,0,0,1,1
ENSG00000269599.1,0,0,0,0,0,0
ENSG00000231194.1,0,3,3,7,1,2
ENSG00000102572.15,7585,9017,8419,8277,8620,10631
ENSG00000271437.1,0,0,1,0,0,0
ENSG00000224418.1,9,10,8,11,6,9
ENSG00000217686.2,0,0,0,0,0,0
ENSG00000233549.2,0,0,0,0,0,0
ENSG00000233662.1,1,1,2,4,2,1
ENSG00000243366.3,0,0,0,0,0,0
ENSG00000088386.17,20,26,18,25,11,18
ENSG00000088387.22,868,971,1048,1026,784,1290
ENSG00000229918.1,0,0,0,0,0,0
ENSG00000275919.1,0,0,0,0,0,0
ENSG00000231981.3,0,0,0,0,0,0
ENSG00000207298.1,0,0,0,0,0,0
ENSG00000260992.1,2,5,10,4,5,4
ENSG00000230871.1,0,0,0,0,0,0
ENSG00000228889.9,86,83,74,80,102,97
ENSG00000234005.3,3,2,0,4,1,3
ENSG00000134882.16,5668,7284,6390,7483,7313,7962
ENSG00000201793.1,0,0,0,0,1,0
ENSG00000218502.3,13,15,12,25,20,10
ENSG00000125245.14,0,0,1,1,0,0
ENSG00000169508.7,5,9,1,7,0,3
ENSG00000207719.1,0,2,0,0,0,0
ENSG00000228808.1,0,2,2,3,0,4
ENSG00000290577.1,0,0,0,0,0,0
ENSG00000238241.3,0,0,0,0,0,0
ENSG00000285448.1,0,0,0,0,0,0
ENSG00000125304.10,23784,32469,26419,30798,28181,31636
ENSG00000280734.3,38,54,72,73,51,79
ENSG00000203441.2,22,29,36,36,37,41
ENSG00000234168.2,0,0,0,0,0,0
ENSG00000234239.1,0,0,0,0,0,0
ENSG00000287746.1,1,0,1,0,1,0
ENSG00000125246.16,242,337,314,321,298,343
ENSG00000263615.1,0,0,0,0,0,0
ENSG00000227659.1,0,2,0,0,0,4
ENSG00000234303.3,0,0,0,0,0,0
ENSG00000201245.1,0,0,0,0,0,0
ENSG00000288581.1,0,0,0,0,0,0
ENSG00000286757.4,2,2,1,1,3,1
ENSG00000139800.9,0,0,3,0,1,0
ENSG00000288060.1,0,0,0,0,0,1
ENSG00000043355.12,3,1,3,4,6,3
ENSG00000260738.1,0,0,0,0,0,0
ENSG00000225999.1,0,0,0,0,0,0
ENSG00000274605.4,101,110,145,122,156,161
ENSG00000236554.1,3,1,5,3,2,11
ENSG00000175198.17,1650,2090,1998,2347,1998,2520
ENSG00000228501.2,25,23,27,51,52,31
ENSG00000270632.1,0,0,0,0,0,0
ENSG00000287330.1,0,0,1,1,4,0
ENSG00000234650.6,0,0,1,0,1,1
ENSG00000134864.11,429,576,477,593,534,580
ENSG00000224356.5,48,68,67,75,48,55
ENSG00000280169.1,1,2,1,2,0,3
ENSG00000234354.3,0,5,1,4,2,5
ENSG00000125247.16,4253,5996,5199,5721,5172,6037
ENSG00000237082.1,23,19,13,11,21,23
ENSG00000289594.1,33,49,51,55,60,56
ENSG00000233009.1,4,1,0,2,0,0
ENSG00000214051.3,0,0,0,0,0,0
ENSG00000229599.2,0,0,0,0,0,0
ENSG00000102452.18,13,7,12,5,11,8
ENSG00000198542.15,0,0,1,0,1,3
ENSG00000102466.17,718,402,780,344,710,864
ENSG00000276012.1,0,0,0,0,0,0
ENSG00000201155.1,0,0,0,0,0,0
ENSG00000215399.2,0,0,0,0,0,0
ENSG00000265164.1,0,0,0,0,0,0
ENSG00000229975.1,0,0,0,0,0,0
ENSG00000201690.1,0,0,0,0,0,0
ENSG00000264482.1,0,1,0,0,0,0
ENSG00000236860.1,1,1,0,0,0,1
ENSG00000243319.7,2,1,2,0,0,1
ENSG00000279702.1,0,0,0,0,0,0
ENSG00000234445.1,0,0,0,0,0,1
ENSG00000272143.2,101,81,83,82,118,112
ENSG00000261057.1,0,0,0,0,0,0
ENSG00000276957.1,2,1,3,1,1,3
ENSG00000134900.13,7906,9655,9274,9852,8007,10634
ENSG00000139780.8,0,0,3,1,3,0
ENSG00000175820.4,9,16,7,17,5,11
ENSG00000286312.1,2,1,0,0,1,0
ENSG00000151287.17,315,512,397,437,426,495
ENSG00000134901.14,2059,2487,2241,2585,2264,2648
ENSG00000270181.3,0,0,0,0,1,0
ENSG00000134897.14,938,1208,1091,1201,898,1335
ENSG00000134899.24,188,196,173,232,183,250
ENSG00000250878.6,0,1,1,2,0,4
ENSG00000272542.1,0,0,0,0,0,0
ENSG00000278445.1,0,0,0,0,0,0
ENSG00000125255.7,135,78,178,100,48,230
ENSG00000285789.1,1,0,0,0,0,0
ENSG00000234551.2,0,0,0,0,0,0
ENSG00000230474.1,0,0,0,0,0,0
ENSG00000287734.1,0,0,0,0,0,0
ENSG00000225823.1,0,0,0,0,1,0
ENSG00000286929.1,0,0,0,0,0,0
ENSG00000232307.1,0,0,0,0,0,0
ENSG00000275968.1,0,0,0,0,0,0
ENSG00000275502.1,0,0,0,0,0,0
ENSG00000182346.22,0,0,0,0,0,0
ENSG00000289454.1,0,0,0,0,0,0
ENSG00000280455.1,0,0,0,0,0,0
ENSG00000226620.8,0,0,0,0,0,0
ENSG00000252550.1,0,0,0,0,0,0
ENSG00000287923.1,1,2,2,1,0,1
ENSG00000222682.1,0,0,0,0,0,0
ENSG00000286780.1,0,1,2,3,1,4
ENSG00000233532.6,2,1,2,1,1,1
ENSG00000174418.7,0,0,0,0,0,0
ENSG00000125266.8,14833,22272,17596,21372,19313,20516
ENSG00000284966.3,37,72,47,62,44,57
ENSG00000274204.1,10,16,13,22,7,10
ENSG00000134884.15,3697,5057,4557,5260,4203,5413
ENSG00000272274.4,22,25,38,22,30,56
ENSG00000230156.3,1,0,0,1,0,2
ENSG00000227590.2,1,0,0,0,0,0
ENSG00000287546.1,2,2,4,4,5,4
ENSG00000278698.1,1,0,2,3,1,0
ENSG00000174408.8,0,0,0,0,0,0
ENSG00000277863.1,0,0,0,0,0,0
ENSG00000279157.1,0,0,0,0,1,2
ENSG00000285643.1,4,6,2,21,11,2
ENSG00000204442.4,154,171,173,159,191,245
ENSG00000201847.1,0,0,0,0,0,0
ENSG00000276740.1,1,1,0,4,0,2
ENSG00000221650.1,0,0,0,0,0,0
ENSG00000227248.1,0,0,0,0,0,0
ENSG00000286343.1,3,0,1,0,0,0
ENSG00000274718.1,3,5,4,1,2,10
ENSG00000174405.15,1540,2238,1949,2059,1570,2103
ENSG00000139826.6,2929,4206,3455,3415,3320,3926
ENSG00000102524.12,35,40,37,35,42,50
ENSG00000277246.1,0,1,1,5,2,1
ENSG00000223177.1,0,1,1,1,4,0
ENSG00000283384.1,36,26,18,24,23,42
ENSG00000232087.1,1,0,0,2,0,0
ENSG00000041515.16,333,303,358,275,331,438
ENSG00000229938.1,0,0,0,0,0,0
ENSG00000236242.1,3,8,7,8,2,4
ENSG00000275216.2,536,1597,620,1418,546,736
ENSG00000223617.2,0,0,1,0,0,1
ENSG00000236053.1,0,1,0,0,3,4
ENSG00000229792.1,0,0,0,0,0,0
ENSG00000289901.1,69,101,86,98,124,91
ENSG00000285534.1,2,0,0,0,0,0
ENSG00000234854.1,0,0,0,0,0,0
ENSG00000185950.9,3184,3098,3416,2642,3876,4077
ENSG00000275741.1,0,0,0,0,0,0
ENSG00000275248.1,0,0,2,4,0,1
ENSG00000201161.1,0,0,0,0,0,0
ENSG00000274331.1,0,0,0,0,0,0
ENSG00000275830.4,8,12,1,3,6,5
ENSG00000276269.1,0,0,0,0,1,0
ENSG00000231428.2,0,0,0,0,0,0
ENSG00000265885.2,0,0,0,0,0,0
ENSG00000279965.1,0,3,1,0,1,1
ENSG00000287575.1,0,0,3,2,1,4
ENSG00000187498.16,33439,47092,38184,43485,41521,47830
ENSG00000279237.1,0,1,0,0,0,0
ENSG00000134871.19,74275,98433,78971,87114,94921,103612
