gene,control_rep2,exp_rep1,control_rep1,exp_rep2,exp_rep3,control_rep3
ENSG00000276765.1,0,0,0,0,0,0
ENSG00000224821.5,1,3,3,0,1,3
ENSG00000232814.2,3,4,5,2,3,6
ENSG00000289010.1,0,0,0,0,0,0
ENSG00000139832.5,474,595,555,670,636,708
ENSG00000275880.1,22,28,27,20,42,35
ENSG00000213995.12,2406,2803,2803,3123,2960,3495
ENSG00000134905.17,2892,3439,3272,3358,3763,3953
ENSG00000153487.13,1916,2154,2113,2077,2206,2609
ENSG00000225239.1,0,0,1,0,0,0
ENSG00000259831.1,0,1,0,1,0,0
ENSG00000255874.4,24,35,25,35,26,27
ENSG00000088448.14,2748,3836,3328,4272,3118,3773
ENSG00000229152.2,94,177,157,158,109,178
ENSG00000277767.1,6,9,6,11,8,14
ENSG00000227105.1,9,3,6,7,3,8
ENSG00000290807.1,0,0,0,0,0,0
ENSG00000275989.3,0,0,0,0,0,0
ENSG00000290808.1,0,0,0,0,0,0
ENSG00000225760.3,0,0,0,0,0,0
ENSG00000225870.1,0,1,0,0,0,0
ENSG00000286824.1,0,0,0,0,0,0
ENSG00000235875.3,3,3,3,1,8,10
ENSG00000102606.20,4080,4502,4940,5007,4600,5785
ENSG00000233644.1,4,3,1,4,0,7
ENSG00000227352.1,0,0,5,3,2,1
ENSG00000285856.1,4,3,4,2,7,1
ENSG00000274614.1,1,0,1,0,0,0
ENSG00000153495.11,3,1,4,2,6,5
ENSG00000204398.5,0,0,0,0,0,0
ENSG00000215881.3,0,0,0,0,0,0
ENSG00000226903.3,4,2,0,0,1,0
ENSG00000200072.1,0,0,0,0,0,0
ENSG00000224243.2,22,9,21,8,13,24
ENSG00000182968.5,80,28,121,19,48,121
ENSG00000260385.1,0,0,0,0,0,0
ENSG00000229520.2,5,4,3,3,3,9
ENSG00000260102.2,0,0,0,0,0,0
ENSG00000260343.1,0,0,0,0,0,0
ENSG00000223626.1,0,0,0,0,0,0
ENSG00000153498.12,0,0,0,0,0,0
ENSG00000126216.15,1326,1637,1583,1652,1487,1953
ENSG00000277159.1,24,15,22,21,24,33
ENSG00000197595.4,0,0,1,4,0,2
ENSG00000274922.3,97,115,101,96,99,119
ENSG00000068650.19,7348,9954,9377,10902,8023,10660
ENSG00000232684.1,0,0,1,0,0,0
ENSG00000277545.1,0,0,0,0,0,0
ENSG00000126217.22,1404,1422,1662,1517,1474,1994
ENSG00000267868.1,33,41,32,47,48,51
ENSG00000235280.2,35,45,46,81,59,50
ENSG00000289354.1,2,3,4,2,1,0
ENSG00000269356.1,0,0,1,0,2,0
ENSG00000269376.1,11,13,15,18,10,18
ENSG00000057593.14,37,52,66,98,81,78
ENSG00000126218.12,995,989,1157,1060,1371,1461
ENSG00000231882.1,0,0,1,4,1,4
ENSG00000230371.1,10,11,5,6,9,8
ENSG00000283828.1,39,44,54,66,53,63
ENSG00000126231.15,7,11,13,11,10,12
ENSG00000269125.1,0,1,2,0,1,5
ENSG00000126226.22,2860,3254,3086,3492,3134,3790
ENSG00000139842.15,6367,7545,7440,7752,6971,8865
ENSG00000277942.1,3,4,5,4,3,1
ENSG00000232662.2,0,2,1,1,0,2
ENSG00000185896.11,14229,20097,16771,18380,19976,20231
ENSG00000139835.14,684,967,860,943,878,1109
ENSG00000276434.1,8,11,13,9,6,6
ENSG00000225083.2,1,0,7,11,1,3
ENSG00000153531.15,130,151,129,145,116,134
ENSG00000150401.15,1160,1490,1376,1657,1300,1623
ENSG00000233613.5,3,4,5,10,3,3
ENSG00000202347.1,0,1,0,0,0,0
ENSG00000150403.18,5922,8390,7209,9151,7362,8409
ENSG00000276916.1,21,32,19,25,16,47
ENSG00000276248.1,113,118,116,144,92,168
ENSG00000198176.13,8155,9816,9456,10214,10170,11343
ENSG00000186009.5,0,0,3,3,0,0
ENSG00000185974.7,2,3,1,5,10,2
ENSG00000279770.1,1,0,2,0,2,1
ENSG00000184497.13,100,166,110,155,131,148
ENSG00000233695.2,36,45,68,85,32,64
ENSG00000183087.15,4741,7297,5379,7879,6968,6781
ENSG00000272695.2,90,143,112,157,91,123
ENSG00000237699.2,0,0,0,0,0,0
ENSG00000226921.7,0,0,0,0,0,1
ENSG00000274766.2,0,0,0,0,0,0
ENSG00000229373.9,0,0,0,0,0,0
ENSG00000260910.2,0,3,4,2,0,0
ENSG00000283199.3,1,8,7,3,3,7
ENSG00000185989.11,443,409,507,479,496,603
ENSG00000232487.1,0,0,0,0,0,0
ENSG00000283361.3,0,0,0,0,1,0
ENSG00000283347.1,0,0,0,2,0,0
ENSG00000130177.16,4810,5962,5515,5696,5445,6651
ENSG00000264539.1,0,1,0,1,0,0
ENSG00000289904.1,0,4,1,1,2,0
ENSG00000265450.1,2,0,0,0,0,0
ENSG00000285672.1,5,14,5,9,13,5
ENSG00000169062.15,3312,3948,3987,4164,3980,4863
ENSG00000226158.1,2,0,6,8,2,1
ENSG00000198824.8,4779,6024,5708,5701,5589,6725
ENSG00000229723.1,0,0,1,1,2,3
ENSG00000260615.1,4,1,4,5,8,3
ENSG00000283274.1,0,0,0,0,0,0
ENSG00000215398.12,0,0,0,0,0,0
ENSG00000290354.1,0,0,0,0,0,0
ENSG00000206906.1,0,0,0,0,0,0
ENSG00000257171.2,0,0,0,0,0,0
ENSG00000257356.2,0,0,0,0,0,0
ENSG00000257959.1,0,0,0,0,0,0
ENSG00000257721.1,0,0,0,0,0,0
ENSG00000258367.2,0,0,0,0,0,0
ENSG00000257825.1,0,0,0,0,0,0
ENSG00000257115.2,0,0,0,0,0,0
ENSG00000257672.2,0,0,0,0,0,0
ENSG00000258233.1,0,0,0,0,0,0
ENSG00000257504.1,0,0,0,0,0,0
ENSG00000257644.1,0,0,0,0,0,0
ENSG00000257175.2,1,1,2,2,6,0
ENSG00000258364.1,0,0,0,0,0,0
ENSG00000257731.2,0,0,0,0,0,0
ENSG00000258076.1,0,0,0,0,0,0
ENSG00000257558.2,0,0,0,0,0,0
ENSG00000239200.1,0,0,0,0,0,0
ENSG00000257635.2,0,0,0,0,0,0
ENSG00000257224.1,0,0,0,0,0,0
ENSG00000277529.2,0,0,0,0,0,0
ENSG00000290346.1,0,0,0,0,0,0
ENSG00000277367.1,0,0,0,0,0,0
ENSG00000278143.1,0,0,0,0,0,0
ENSG00000257853.3,0,0,0,0,0,0
ENSG00000291204.1,0,0,0,0,0,0
ENSG00000257891.1,0,0,0,0,0,0
ENSG00000258265.1,0,0,0,0,0,0
ENSG00000222036.8,0,1,0,0,0,0
ENSG00000275563.1,0,0,0,0,0,0
ENSG00000212612.1,0,0,0,0,0,0
ENSG00000258314.3,0,0,0,0,0,0
ENSG00000274369.1,0,0,0,0,0,0
ENSG00000293329.1,0,0,0,0,0,0
ENSG00000286614.1,0,0,0,0,0,0
ENSG00000225210.11,0,0,0,0,0,0
ENSG00000277128.2,0,0,0,0,0,0
ENSG00000277710.2,0,0,0,0,0,0
ENSG00000278594.1,0,1,1,1,0,2
ENSG00000196143.4,0,0,0,0,0,0
ENSG00000271632.1,0,0,0,0,0,0
ENSG00000277252.1,0,0,0,0,0,0
ENSG00000258781.3,0,0,0,0,0,0
ENSG00000285990.1,0,0,0,0,0,0
ENSG00000257310.1,0,0,0,0,0,0
ENSG00000277156.1,2,3,1,3,7,1
ENSG00000292986.1,0,0,0,0,0,0
ENSG00000244306.12,0,0,0,0,0,0
ENSG00000291205.1,0,0,0,0,0,0
ENSG00000228294.7,0,0,0,0,0,0
ENSG00000287515.1,0,0,0,0,0,0
ENSG00000274827.4,0,0,0,0,0,0
ENSG00000278301.1,0,0,0,0,0,0
ENSG00000187537.13,4,0,2,2,3,3
ENSG00000276888.1,0,0,0,0,0,0
ENSG00000212516.1,0,0,0,0,0,0
ENSG00000257162.7,0,0,0,0,0,0
ENSG00000293168.1,0,0,0,0,0,0
ENSG00000258027.2,0,0,0,0,0,0
ENSG00000273639.6,0,0,0,0,0,0
ENSG00000274649.1,0,0,1,0,0,0
ENSG00000278184.1,0,0,0,0,0,0
ENSG00000257432.1,0,0,0,1,0,0
ENSG00000273558.1,0,0,0,0,0,0
ENSG00000258324.2,0,0,0,0,0,0
ENSG00000257493.1,0,0,0,0,0,0
ENSG00000257751.2,0,0,0,0,0,0
ENSG00000257846.2,0,1,0,0,0,0
ENSG00000259069.1,0,0,0,0,0,0
ENSG00000257884.2,3,3,3,2,0,3
ENSG00000257395.1,0,0,0,0,0,0
ENSG00000258080.1,0,0,0,0,0,0
ENSG00000257142.1,0,0,0,0,0,0
ENSG00000258453.4,0,0,0,0,0,0
ENSG00000176294.6,0,0,0,0,0,0
ENSG00000258438.3,0,0,0,0,0,0
ENSG00000182652.4,0,0,0,0,0,0
ENSG00000176312.4,0,0,0,0,0,0
ENSG00000176299.5,0,0,0,0,0,0
ENSG00000258564.2,0,0,0,0,0,0
ENSG00000228304.1,0,0,0,0,0,0
ENSG00000176290.8,0,0,0,0,0,0
ENSG00000165762.3,0,0,0,0,0,0
ENSG00000258541.1,0,0,0,0,0,0
ENSG00000259016.1,0,0,0,0,0,0
ENSG00000176281.5,0,0,0,0,0,0
ENSG00000155249.5,0,0,0,0,0,0
ENSG00000290702.1,0,0,0,0,0,0
ENSG00000258822.3,0,0,0,0,0,0
ENSG00000169488.7,0,0,0,0,0,0
ENSG00000196383.7,0,0,0,0,0,0
ENSG00000169484.4,0,0,0,0,0,0
ENSG00000176253.4,0,0,0,0,0,0
ENSG00000258899.1,0,0,0,0,0,0
ENSG00000176246.1,0,0,0,0,0,0
ENSG00000252999.1,0,0,0,0,0,0
ENSG00000258641.1,0,0,0,0,0,0
ENSG00000176230.7,0,0,0,0,0,0
ENSG00000184394.3,0,0,0,0,0,0
ENSG00000259074.1,0,0,0,0,0,0
ENSG00000259095.1,0,0,0,0,0,0
ENSG00000258468.1,0,0,0,0,0,0
ENSG00000284742.1,0,0,0,0,0,0
ENSG00000196832.5,0,0,0,0,0,0
ENSG00000290703.1,0,0,0,0,0,0
ENSG00000258625.3,0,0,0,0,0,0
ENSG00000176219.3,2,0,0,0,0,0
ENSG00000258806.2,2,0,1,0,2,1
ENSG00000176198.4,0,0,0,0,2,0
ENSG00000136319.12,2158,2570,2377,2595,2696,2963
ENSG00000258768.2,64,58,61,72,89,100
ENSG00000258459.1,0,0,0,0,0,0
ENSG00000100814.19,14132,17421,15413,17282,16153,19151
ENSG00000287735.1,25,30,34,37,22,35
ENSG00000222489.1,10,7,6,11,8,10
ENSG00000238344.1,1,0,0,2,0,1
ENSG00000259001.3,0,0,1,1,0,1
ENSG00000277209.1,0,0,0,0,0,0
ENSG00000129484.14,2149,2563,2570,2611,2488,3302
ENSG00000254846.1,0,0,0,1,0,0
ENSG00000129566.13,1607,2489,2102,2718,1528,2273
ENSG00000200225.1,0,0,0,0,0,0
ENSG00000185271.9,2,5,0,0,2,0
ENSG00000291038.1,1,2,2,1,2,0
ENSG00000259162.4,0,1,1,0,0,0
ENSG00000092094.11,2241,2520,2345,2505,2700,3043
ENSG00000258515.1,7,12,12,14,6,16
ENSG00000100823.12,22247,26774,24449,27731,29111,30613
ENSG00000165782.11,1865,2329,2180,2447,2347,2520
ENSG00000198805.13,5829,6862,6404,7061,7005,7857
ENSG00000258908.1,0,0,0,0,0,0
ENSG00000182545.7,3,4,8,6,4,3
ENSG00000258456.2,0,0,0,0,0,0
ENSG00000258863.1,0,0,0,0,1,0
ENSG00000188655.11,0,0,0,0,0,0
ENSG00000259060.7,0,0,0,0,0,0
ENSG00000173464.16,0,0,0,0,0,0
ENSG00000258573.6,0,0,0,0,0,0
ENSG00000258436.2,0,0,0,0,0,0
ENSG00000239327.1,0,0,0,0,0,0
ENSG00000181803.3,0,0,0,0,0,0
ENSG00000199461.1,1,0,0,0,0,0
ENSG00000214274.10,193,340,288,335,303,395
ENSG00000258818.4,26,36,25,22,33,32
ENSG00000259171.1,0,0,0,0,0,0
ENSG00000258451.1,1,1,3,0,1,1
ENSG00000259144.2,1,1,6,2,3,3
ENSG00000258963.1,0,0,0,0,0,1
ENSG00000181562.5,1,0,1,3,0,0
ENSG00000181552.4,0,1,1,0,0,1
ENSG00000169413.3,10,2,3,4,9,10
ENSG00000258810.1,2,0,0,1,0,0
ENSG00000129538.14,6021,7774,6360,8451,8368,8024
ENSG00000259130.2,6,4,1,4,1,6
ENSG00000258642.1,3,2,0,1,2,3
ENSG00000169397.4,0,0,0,0,2,0
ENSG00000258918.1,0,0,2,1,1,2
ENSG00000258772.1,0,0,0,0,0,0
ENSG00000136315.6,0,0,0,0,1,2
ENSG00000169385.3,0,0,0,0,0,0
ENSG00000243817.3,0,0,0,0,0,0
ENSG00000258599.2,4,2,0,2,1,3
ENSG00000165792.18,2032,2280,2166,2453,2402,2664
ENSG00000258471.2,0,4,2,2,0,5
ENSG00000165794.10,1,7,1,6,4,0
ENSG00000165795.25,985,908,1040,1052,1268,1200
ENSG00000284122.1,0,0,0,0,0,0
ENSG00000179636.15,4,3,4,0,7,5
ENSG00000258604.1,1,2,0,2,1,2
ENSG00000255472.1,0,0,0,0,0,0
ENSG00000206150.4,0,2,2,0,0,1
ENSG00000165799.5,1,5,3,4,0,3
ENSG00000173431.2,0,0,0,1,0,0
ENSG00000165801.10,2393,2853,2736,3011,2676,3283
ENSG00000165804.16,2974,2945,3109,3061,4247,3934
ENSG00000232070.9,15,20,13,13,25,20
ENSG00000178107.2,0,0,0,0,0,0
ENSG00000258722.2,0,0,0,0,0,0
ENSG00000200102.1,0,0,0,0,0,0
ENSG00000169327.5,2,0,0,0,0,1
ENSG00000259102.2,3,1,0,1,1,1
ENSG00000258906.2,0,0,0,0,0,0
ENSG00000258441.1,2216,2882,2682,2823,2595,3250
ENSG00000092199.19,79922,100474,91889,97126,98675,112669
ENSG00000092200.13,38,64,52,51,54,66
ENSG00000092201.10,28622,31761,32719,31411,29232,38827
ENSG00000260830.2,4,3,1,6,3,6
ENSG00000100888.15,13440,16403,15667,16682,14443,18255
ENSG00000199436.1,0,2,0,3,2,0
ENSG00000200785.1,0,0,0,0,0,0
ENSG00000241035.2,0,0,0,0,0,0
ENSG00000258870.1,0,1,0,1,0,0
ENSG00000274475.1,0,0,0,0,0,0
ENSG00000129472.15,1630,1997,1953,2057,1801,2377
ENSG00000092203.15,6443,7819,7287,7915,7260,8857
ENSG00000165819.12,3508,4828,4223,4907,4332,5096
ENSG00000165821.12,8988,10489,10822,10731,11196,13187
ENSG00000257096.1,0,0,0,0,0,0
ENSG00000256737.1,5,4,8,6,4,9
ENSG00000169208.3,0,0,0,0,0,0
ENSG00000256081.2,1,4,3,1,5,4
ENSG00000273586.2,0,0,0,0,0,0
ENSG00000256385.1,0,2,2,6,0,4
ENSG00000255569.1,0,0,0,0,0,0
ENSG00000255582.1,0,0,0,0,0,0
ENSG00000256553.1,1,13,3,3,0,3
ENSG00000255664.1,0,0,0,0,0,0
ENSG00000221977.3,1,0,0,3,0,0
ENSG00000276240.4,15,28,8,14,5,4
ENSG00000256350.1,0,2,0,0,1,2
ENSG00000211776.2,1,4,0,1,2,5
ENSG00000248358.2,1,6,0,2,0,3
ENSG00000211777.2,1,4,8,6,6,4
ENSG00000211778.2,0,0,0,0,0,0
ENSG00000211779.3,0,1,0,2,2,1
ENSG00000240954.1,2,8,3,4,3,2
ENSG00000211780.3,1,1,0,3,0,4
ENSG00000211781.3,0,0,0,0,0,0
ENSG00000211782.2,0,0,0,1,0,0
ENSG00000211783.3,0,0,0,0,0,0
ENSG00000211784.2,0,0,0,0,0,0
ENSG00000256474.1,0,0,0,0,0,0
ENSG00000211785.1,0,0,0,0,0,0
ENSG00000211786.3,0,0,0,0,0,0
ENSG00000211787.1,1,2,2,2,0,2
ENSG00000289723.1,1,1,0,0,0,1
ENSG00000211788.2,0,0,0,0,0,1
ENSG00000211789.2,0,0,0,0,0,0
ENSG00000211790.2,0,0,0,0,0,0
ENSG00000256379.2,0,0,0,0,0,0
ENSG00000211791.2,0,0,0,0,0,0
ENSG00000211792.2,0,0,0,0,0,0
ENSG00000211793.2,0,0,0,0,0,0
ENSG00000258482.1,0,0,0,0,0,0
ENSG00000258557.1,0,0,0,0,0,0
ENSG00000211794.3,0,0,0,0,0,0
ENSG00000211795.3,0,0,0,0,0,0
ENSG00000211796.1,0,0,0,0,0,0
ENSG00000211797.2,0,0,0,0,0,0
ENSG00000211798.3,9,5,2,8,4,3
ENSG00000211799.3,1,0,0,5,1,3
ENSG00000258705.2,0,0,0,0,0,0
ENSG00000211800.3,0,0,0,0,0,0
ENSG00000211801.3,0,0,0,0,0,0
ENSG00000276428.1,0,0,0,0,0,0
ENSG00000211802.3,0,0,0,0,0,0
ENSG00000211803.2,0,0,0,0,0,0
ENSG00000211804.4,0,0,0,0,0,0
ENSG00000211805.1,0,0,0,0,0,0
ENSG00000211806.2,0,0,0,0,0,0
ENSG00000211807.3,0,0,0,0,0,0
ENSG00000211808.3,0,0,0,0,0,0
ENSG00000211809.2,0,0,3,0,1,0
ENSG00000258835.1,0,0,0,0,0,0
ENSG00000211810.3,0,0,0,0,1,0
ENSG00000259092.1,1,0,3,3,0,4
ENSG00000249048.2,0,0,0,0,0,0
ENSG00000258905.1,0,0,0,0,0,0
ENSG00000258812.1,0,0,0,0,0,0
ENSG00000251002.10,45,17,40,27,38,27
ENSG00000211812.1,0,0,0,0,0,0
ENSG00000211813.2,13,12,8,5,7,11
ENSG00000211814.1,0,0,0,0,0,0
ENSG00000211815.3,2,0,2,1,2,2
ENSG00000289495.1,0,1,0,1,1,1
ENSG00000259068.1,0,0,0,0,0,0
ENSG00000211816.2,1,1,2,0,0,0
ENSG00000211817.2,4,0,3,2,1,3
ENSG00000211818.1,14,12,12,18,18,21
ENSG00000211819.3,0,0,0,0,0,0
ENSG00000211820.1,8,12,5,7,14,10
ENSG00000256221.1,0,0,0,3,0,0
ENSG00000259042.3,0,0,0,0,0,0
ENSG00000211821.2,0,0,0,0,0,0
ENSG00000223997.1,0,0,0,0,0,0
ENSG00000237235.2,0,0,0,0,0,0
ENSG00000228985.1,0,0,0,0,0,0
ENSG00000211825.1,0,0,0,0,1,0
ENSG00000211826.1,0,0,0,0,0,0
ENSG00000211827.1,0,0,0,0,0,0
ENSG00000211828.1,0,0,0,0,0,0
ENSG00000211829.9,3,0,1,0,1,1
ENSG00000256590.2,0,0,0,0,0,0
ENSG00000211831.2,0,0,0,0,0,0
ENSG00000249446.2,0,0,0,0,0,0
ENSG00000211832.2,0,0,0,0,0,0
ENSG00000211833.1,0,0,0,0,0,0
ENSG00000211834.1,0,0,0,0,0,0
ENSG00000211835.1,0,0,0,0,0,0
ENSG00000250688.1,0,0,0,0,0,0
ENSG00000211836.1,0,0,1,0,0,0
ENSG00000211837.1,0,0,0,0,0,0
ENSG00000211838.1,0,0,0,0,0,0
ENSG00000248366.1,0,0,0,0,0,0
ENSG00000211839.1,0,0,0,0,0,0
ENSG00000211840.1,2,0,0,1,0,1
ENSG00000211841.1,0,0,0,0,0,0
ENSG00000211842.1,0,0,0,0,0,0
ENSG00000211843.1,0,0,0,0,0,0
ENSG00000211844.1,0,0,0,0,0,0
ENSG00000211845.1,0,0,0,0,0,0
ENSG00000211846.1,0,0,0,0,0,0
ENSG00000211847.1,1,0,0,0,0,0
ENSG00000211848.1,0,0,0,0,0,0
ENSG00000211849.1,0,0,0,0,0,0
ENSG00000211850.1,0,0,0,0,0,0
ENSG00000211851.1,0,0,0,0,0,0
ENSG00000278661.1,0,0,0,0,0,0
ENSG00000276699.1,0,0,0,0,0,0
ENSG00000211854.1,0,0,0,0,0,0
ENSG00000211855.1,0,0,0,0,0,0
ENSG00000211856.1,0,0,0,0,0,0
ENSG00000211857.1,0,0,0,0,0,0
ENSG00000211858.1,0,0,0,0,0,0
ENSG00000211859.1,0,0,0,0,0,0
ENSG00000211860.1,0,0,0,0,0,0
ENSG00000211861.1,0,0,0,0,0,0
ENSG00000211862.1,0,0,0,0,0,0
ENSG00000211863.1,0,0,0,0,0,0
ENSG00000211864.2,0,0,0,0,0,0
ENSG00000211865.1,0,0,0,0,0,0
ENSG00000211866.1,0,0,0,0,0,0
ENSG00000211867.1,0,0,1,0,0,0
ENSG00000211868.1,0,0,0,0,0,0
ENSG00000211869.1,0,0,0,0,0,0
ENSG00000211870.1,0,0,0,0,0,0
ENSG00000211871.1,0,0,0,0,0,0
ENSG00000211872.1,0,0,0,0,0,0
ENSG00000211873.1,0,0,0,0,0,0
ENSG00000211875.1,0,0,0,0,0,0
ENSG00000211876.1,0,0,0,0,0,0
ENSG00000211877.1,0,0,0,0,0,0
ENSG00000211878.1,0,0,0,0,0,0
ENSG00000211879.1,0,0,0,0,0,0
ENSG00000211880.1,0,0,0,0,0,0
ENSG00000211881.1,0,0,0,0,0,0
ENSG00000211882.1,0,0,0,0,0,0
ENSG00000211883.1,0,0,0,0,0,0
ENSG00000211884.1,0,0,0,0,0,0
ENSG00000211885.1,0,0,0,0,0,0
ENSG00000211886.1,0,0,0,0,0,0
ENSG00000211887.2,0,0,0,0,0,0
ENSG00000211888.2,0,0,0,0,0,0
ENSG00000277734.8,32,22,18,26,45,34
ENSG00000259054.1,1,0,0,0,0,0
ENSG00000259003.3,0,0,0,0,0,0
ENSG00000129562.11,8983,10901,9361,10871,11806,11966
ENSG00000275552.1,8,3,6,8,5,6
ENSG00000100439.11,2787,3227,3269,3264,3283,3881
ENSG00000255804.2,0,3,1,0,0,0
ENSG00000242061.1,0,1,0,0,0,1
ENSG00000258458.8,11,17,13,20,17,15
ENSG00000235213.1,0,0,0,0,0,0
ENSG00000258823.1,0,1,0,0,2,1
ENSG00000212302.1,0,0,0,0,0,0
ENSG00000155463.14,10741,13584,12699,14253,13777,15161
ENSG00000155465.21,18209,17975,19814,17848,20516,24492
ENSG00000172590.18,3242,3526,3395,3589,4601,4439
ENSG00000157227.14,42722,64757,48548,64566,55680,60586
ENSG00000212335.1,0,0,0,0,0,0
ENSG00000199716.1,0,0,0,0,0,0
ENSG00000197324.9,9018,13696,9879,12900,13027,12445
ENSG00000139890.10,583,404,604,528,734,753
ENSG00000100461.18,6689,7663,7040,7488,7440,8716
ENSG00000237054.9,5,7,9,16,7,6
ENSG00000100462.16,8861,10117,9321,10321,10478,11844
ENSG00000257285.7,19,16,23,24,12,22
ENSG00000092036.19,1273,1269,1257,1278,1158,1602
ENSG00000259132.1,0,0,0,0,0,0
ENSG00000284118.1,0,0,0,0,0,0
ENSG00000129474.17,11509,14804,13603,14523,13694,15432
ENSG00000258457.5,46,56,43,53,53,52
ENSG00000100802.15,668,607,697,623,692,890
ENSG00000280129.1,5,4,8,12,3,11
ENSG00000100804.19,15334,17955,16982,18064,20528,21381
ENSG00000279656.1,75,66,91,97,118,118
ENSG00000222028.5,1,0,0,1,0,0
ENSG00000139880.21,1493,1417,1615,1587,1894,2071
ENSG00000288795.1,6,5,5,7,18,10
ENSG00000100813.15,12183,14624,15129,16575,14040,17834
ENSG00000179933.6,5906,7429,6862,7725,7370,8255
ENSG00000283654.3,35,46,60,60,62,64
ENSG00000092067.7,1,0,2,1,4,1
ENSG00000288931.1,0,0,0,0,0,0
ENSG00000092068.21,7480,8885,9244,9848,8918,10904
ENSG00000202229.1,1,0,0,0,0,0
ENSG00000215277.9,9,16,14,11,10,22
ENSG00000289968.1,3,3,0,6,2,1
ENSG00000240131.1,0,0,0,0,0,0
ENSG00000252347.1,0,0,0,0,0,0
ENSG00000290292.10,3181,3750,3574,3675,3747,4349
ENSG00000290642.1,0,0,2,2,0,0
ENSG00000270433.2,0,0,0,0,0,0
ENSG00000235194.9,255,207,251,219,262,325
ENSG00000129473.11,972,1246,1310,1477,1000,1543
ENSG00000258643.6,32,22,23,34,26,14
ENSG00000100836.11,1366,1636,1471,1552,1474,1772
ENSG00000092096.19,931,843,1188,929,1311,1461
ENSG00000100842.13,1507,1105,1604,1230,1666,2029
ENSG00000259018.1,0,0,0,0,0,0
ENSG00000166090.8,0,0,0,0,0,0
ENSG00000166091.21,0,2,1,1,4,0
ENSG00000197616.13,18,226,90,225,256,70
ENSG00000199157.2,0,0,0,0,0,0
ENSG00000289973.1,0,0,0,1,0,0
ENSG00000092054.13,3,29,14,23,37,29
ENSG00000258444.1,0,0,0,0,0,0
ENSG00000215991.1,0,0,0,0,0,0
ENSG00000129460.17,2334,2732,2715,2960,2724,3289
ENSG00000157306.14,4,12,14,11,8,6
ENSG00000136367.15,627,768,746,767,776,932
ENSG00000273618.1,3,1,1,1,1,0
ENSG00000259431.6,413,480,443,452,514,566
ENSG00000213983.12,1161,1434,1317,1454,1382,1620
ENSG00000258727.1,8,12,15,20,3,13
ENSG00000092051.18,13,9,16,9,23,14
ENSG00000274002.1,6,1,3,0,0,2
ENSG00000100867.15,121,106,165,138,128,215
ENSG00000258464.2,0,0,0,0,0,0
ENSG00000259043.1,0,0,0,0,0,0
ENSG00000270618.1,0,0,0,0,0,0
ENSG00000222931.1,0,0,0,0,0,0
ENSG00000258887.3,0,0,0,0,0,0
ENSG00000285727.1,1,0,0,0,3,1
ENSG00000259334.1,0,0,0,0,1,0
ENSG00000215256.6,1227,1666,1531,1686,1566,1816
ENSG00000157326.19,850,895,883,886,1115,1129
ENSG00000187630.18,309,374,395,338,373,446
ENSG00000285467.1,3,4,8,5,5,2
ENSG00000286931.3,24,11,29,28,20,28
ENSG00000291039.1,7,4,2,2,8,4
ENSG00000225766.13,0,0,0,0,0,0
ENSG00000186648.15,93,56,92,71,68,95
ENSG00000100884.10,2,1,0,2,0,0
ENSG00000129535.13,58,72,67,65,73,99
ENSG00000100889.12,4724,5575,5475,6033,5973,6775
ENSG00000100897.18,4997,5780,5805,5802,6069,7021
ENSG00000259371.2,0,0,0,0,0,2
ENSG00000139914.7,14,20,8,18,17,8
ENSG00000092010.15,6494,8146,8013,8297,8414,9840
ENSG00000100908.14,491,502,512,555,668,754
ENSG00000259321.1,2,3,8,8,3,7
ENSG00000100911.16,4248,5119,4802,4969,5007,5973
ENSG00000283856.1,0,0,0,0,0,0
ENSG00000092098.18,33,56,49,52,40,49
ENSG00000259529.2,40,39,53,53,38,54
ENSG00000199804.1,0,0,0,0,0,0
ENSG00000213928.10,61,123,110,143,82,141
ENSG00000289757.1,0,0,0,0,0,0
ENSG00000100918.14,11952,11489,13250,11351,14091,17117
ENSG00000196497.17,64,111,68,98,96,123
ENSG00000259522.3,3,1,1,0,0,0
ENSG00000287765.1,0,0,0,0,0,0
ENSG00000100926.15,659,743,656,763,740,844
ENSG00000254692.1,3,1,2,2,0,1
ENSG00000288820.2,41,26,37,38,40,62
ENSG00000276698.1,14,14,24,12,13,18
ENSG00000278784.1,50,51,61,61,58,83
ENSG00000139908.15,49,41,44,64,33,56
ENSG00000254505.11,31,44,44,66,32,35
ENSG00000260669.2,16,27,23,35,31,33
ENSG00000213920.9,4,11,6,7,5,6
ENSG00000255526.6,14,8,12,7,6,14
ENSG00000129559.13,4640,5186,5165,5449,5849,6246
ENSG00000100938.19,3448,4227,3732,3739,3900,4443
ENSG00000092330.19,1903,2447,2202,2362,2323,2625
ENSG00000289979.1,4,10,11,14,10,8
ENSG00000092295.12,29,52,27,51,39,45
ENSG00000100949.15,1216,1473,1317,1577,1715,1831
ENSG00000288044.3,46,106,65,137,117,132
ENSG00000286825.1,4,3,1,3,2,9
ENSG00000157379.14,668,804,851,908,966,959
ENSG00000196943.14,4914,5422,5590,5483,5268,6706
ENSG00000136305.12,1,1,2,1,1,3
ENSG00000213906.10,19,29,21,42,24,33
ENSG00000213903.9,48,57,43,89,50,68
ENSG00000129467.14,6,4,1,6,10,6
ENSG00000258973.1,0,0,0,0,0,0
ENSG00000129465.16,8,20,18,29,13,21
ENSG00000283290.1,0,0,0,0,0,0
